🕘️更新时间,#genre#
歌坛大姐大毛阿敏,https://vd4.bdstatic.com/mda-pk56pe8mch0bwkst/1080p/cae_h264/1699383304540929836/mda-pk56pe8mch0bwkst.mp4
歌坛才女潘美辰,https://vd4.bdstatic.com/mda-pk651vw86q7z5jbi/720p/h264/1699329318527214555/mda-pk651vw86q7z5jbi.mp4
悲情才女许美静,https://vd4.bdstatic.com/mda-pk50wum9cpwc8s01/720p/h264/1699232919070028893/mda-pk50wum9cpwc8s01.mp4
永远想念哥哥张国荣,https://vd4.bdstatic.com/mda-pk4edusu417t16yk/1080p/cae_h264/1699230648697960971/mda-pk4edusu417t16yk.mp4
情歌王子陈百强,https://vd4.bdstatic.com/mda-pk3fyap9swqifck2/1080p/cae_h264/1699188655808689759/mda-pk3fyap9swqifck2.mp4
校长谭咏麟,https://vd2.bdstatic.com/mda-pk2hy3j279g1txag/1080p/cae_h264/1699144704714149222/mda-pk2hy3j279g1txag.mp4
台湾歌手任贤齐,https://vd2.bdstatic.com/mda-pk218iztk2svc1ef/1080p/cae_h264/1699061650530228247/mda-pk218iztk2svc1ef.mp4
短发歌手梁咏琪,https://vd2.bdstatic.com/mda-pk0i3ne0iajinp9x/1080p/cae_h264/1698888105262004319/mda-pk0i3ne0iajinp9x.mp4
怀念COCO李玟,https://vd4.bdstatic.com/mda-pk0au1dtr4eteijb/1080p/cae_h264/1698856802189877762/mda-pk0au1dtr4eteijb.mp4
甜歌妹子杨珏莹,https://vd3.bdstatic.com/mda-pjw9r9zgw8w0wyzp/1080p/cae_h264/1698799970364076316/mda-pjw9r9zgw8w0wyzp.mp4
华语流行歌手梁静茹,https://vd4.bdstatic.com/mda-pjvj2hnsrcas0rd4/1080p/cae_h264/1698714657625462903/mda-pjvj2hnsrcas0rd4.mp4
华语流行歌手萧亚轩,https://vd2.bdstatic.com/mda-pjuiia97a5ec6hzz/1080p/cae_h264/1698687228311440799/mda-pjuiia97a5ec6hzz.mp4
著名女歌手韦唯,https://vd4.bdstatic.com/mda-pjuby2hr4vrxyag7/720p/h264/1698569409156053682/mda-pjuby2hr4vrxyag7.mp4
奶茶刘若英,https://vd2.bdstatic.com/mda-pju8tks322zh50x2/1080p/cae_h264/1698585872904741220/mda-pju8tks322zh50x2.mp4
少男少女最爱小虎队,https://vd3.bdstatic.com/mda-pjtik8ymq9z2g7r6/1080p/cae_h264/1698540483790418127/mda-pjtik8ymq9z2g7r6.mp4
歌名只一个字的歌曲,https://vd3.bdstatic.com/mda-pjq7tk4518jbwyt5/1080p/cae_h264/1698347574895998979/mda-pjq7tk4518jbwyt5.mp4
台湾女歌手陈淑桦,https://vd3.bdstatic.com/mda-pjtbz7bfjt6ws8b5/1080p/cae_h264/1698507803720574035/mda-pjtbz7bfjt6ws8b5.mp4
殿堂级歌手陈慧娴,https://vd4.bdstatic.com/mda-pjsiwmdsrau9hbcs/1080p/cae_h264/1698455668088764234/mda-pjsiwmdsrau9hbcs.mp4
台湾歌手李翊君,https://vd4.bdstatic.com/mda-pjsas5efkaebupa6/1080p/cae_h264/1698434793444943173/mda-pjsas5efkaebupa6.mp4
殿堂级歌手邓丽君,https://vd3.bdstatic.com/mda-pjpbciiuab9jhu7p/1080p/cae_h264/1698318630312827481/mda-pjpbciiuab9jhu7p.mp4

轮播,#genre#

聊斋,#genre#

聊斋先生,#genre#
第四集,https://vod.guoluche.com/20230807/oUhiwcIn/index.m3u8
第七集,https://vod.guoluche.com/20230807/IO00q7lw/index.m3u8
第十二集,https://vod.guoluche.com/20230807/jOR1NZxa/index.m3u8
第十九集,https://vod.guoluche.com/20230807/Ec5k3Ddh/index.m3u8
第二十三集,https://vod.guoluche.com/20230807/iS0eOOxy/index.m3u8

西游记86版,#genre#

西游记续集,#genre#

西游记张卫健,#genre#

西游记后传,#genre#

西游记吴承恩版,#genre#
